src_ip,dst_ip,up_bytes,down_bytes
192.168.108.67,173.255.218.231,25610,213146
192.168.108.67,173.255.235.49,55488,360728
192.168.108.67,178.79.166.145,49394,321114
192.168.108.67,178.79.169.209,45618,495361
192.168.108.67,18.154.22.25,200850,1578377
192.168.108.67,18.154.41.91,106130,910127
192.168.108.67,18.154.48.124,1216372,9898636
192.168.108.67,185.15.58.224,1367022,11786398
192.168.108.67,185.88.181.4,1156260,9759482
192.168.108.67,185.88.181.55,134778,1097835
192.168.108.67,186.192.81.5,44941,444574
192.168.108.67,191.232.23.240,118025,991382
192.168.108.67,191.235.248.134,6710,65484
192.168.108.67,191.237.226.113,82304,744890
192.168.108.67,191.237.231.82,5496,64592
192.168.108.67,191.237.253.9,116771,1036701
192.168.108.67,192.168.108.226,64640,148231
192.168.108.67,192.168.108.234,54386,122446
192.168.108.67,192.168.108.240,11124045,94172509
192.168.108.67,192.18.200.101,40247,306408
192.168.108.67,192.29.128.197,13035,132709
192.168.108.67,193.126.232.45,1017971,8785882
192.168.108.67,193.126.240.146,1168052,10076414
192.168.108.67,193.137.20.123,172244,1383643
192.168.108.67,198.199.101.243,71386,522776
192.168.108.67,198.199.98.6,64305,488785
192.168.108.67,198.54.117.212,570577,4834608
192.168.108.67,198.74.62.99,156427,1370883
192.168.108.67,199.30.31.64,26810,165898
192.168.108.67,199.96.60.55,19358,196672
192.168.108.67,20.34.51.36,45435,349629
192.168.108.67,20.42.171.107,59910,479271
192.168.108.67,20.42.173.142,67881,533121
192.168.108.67,204.79.197.212,1532196,13192772
192.168.108.67,204.79.197.220,23269,225368
192.168.108.67,207.46.205.211,59272,553173
192.168.108.67,208.68.37.161,53973,318714
192.168.108.67,208.81.188.252,62497,529424
192.168.108.67,208.81.191.78,101901,817917
192.168.108.67,212.111.41.95,46462,370629
192.168.108.67,213.13.146.142,2363585,20501554
192.168.108.67,213.168.251.70,66640,525788
192.168.108.67,216.58.215.131,2838185,24749218
192.168.108.67,23.49.244.54,208871,1814117
192.168.108.67,23.97.116.197,27549,209159
192.168.108.67,3.2.47.30,17005,113369
192.168.108.67,3.4.6.159,52048,470281
192.168.108.67,3.5.163.161,23324,257561
192.168.108.67,35.71.67.237,45158,379529
192.168.108.67,35.71.70.173,56932,541419
192.168.108.67,40.123.129.192,90213,843828
192.168.108.67,40.70.83.183,54881,454249
192.168.108.67,40.75.35.94,9074,69572
192.168.108.67,40.77.165.27,23592,212381
192.168.108.67,40.77.169.56,5806,66764
192.168.108.67,40.77.170.195,13576,157080
192.168.108.67,40.77.240.94,64308,557731
192.168.108.67,40.77.251.177,26259,221385
192.168.108.67,40.77.251.236,57371,435322
192.168.108.67,40.78.222.185,34264,341754
192.168.108.67,40.79.9.219,44733,380323
192.168.108.67,40.79.94.50,84059,934002
192.168.108.67,40.82.87.241,10947,123255
192.168.108.67,40.90.70.69,13921,91353
192.168.108.67,40.93.209.2,7638,59306
192.168.108.67,45.60.74.62,195679,1566161
192.168.108.67,45.79.13.235,8331,72699
192.168.108.67,45.79.5.222,64715,636300
192.168.108.67,51.0.114.127,59391,547674
192.168.108.67,51.141.130.123,12274,77532
192.168.108.67,52.102.165.159,36453,326499
192.168.108.67,52.103.141.66,20968,225786
192.168.108.67,52.103.166.202,20937,196560
192.168.108.67,52.126.192.237,67015,592161
192.168.108.67,52.126.221.177,28039,306423
192.168.108.67,52.144.193.119,31700,228090
192.168.108.67,52.144.194.169,70006,730604
192.168.108.67,52.144.197.190,8446,68309
192.168.108.67,52.165.100.216,156734,1251563
192.168.108.67,52.176.233.218,165159,1331100
192.168.108.67,52.180.178.192,17618,176219
192.168.108.67,52.184.170.144,7939,74056
192.168.108.67,52.239.166.225,98469,769642
192.168.108.67,52.253.148.37,28112,281559
192.168.108.67,52.253.152.139,55545,550208
192.168.108.67,52.46.182.255,7898,45015
192.168.108.67,52.46.252.18,28603,173904
192.168.108.67,52.93.56.123,115529,950344
192.168.108.67,52.93.63.14,34659,268047
192.168.108.67,52.95.230.11,19050,159767
192.168.108.67,52.95.28.19,8086,101216
192.168.108.67,52.95.28.238,40857,374565
192.168.108.67,54.155.178.5,35633,256921
192.168.108.67,54.192.95.95,462142,3764722
192.168.108.67,54.240.202.161,14230,84816
192.168.108.67,54.240.255.173,21748,179669
192.168.108.67,62.28.254.212,753609,6185999
192.168.108.67,62.28.254.215,816219,6975851
192.168.108.67,63.246.126.241,11300,87394
192.168.108.67,65.52.108.29,15496,97492
192.168.108.67,65.52.110.173,113059,850098
192.168.108.67,65.55.209.15,69620,559767
192.168.108.67,65.55.210.86,23919,201368
192.168.108.67,66.246.75.145,33311,271828
192.168.108.67,66.254.114.41,579254,4833640
192.168.108.67,69.164.201.38,5775,62518
192.168.108.67,88.157.217.145,1695674,14491504
192.168.108.67,88.157.217.146,1057789,9028905
192.168.108.67,88.157.217.148,241462,1960670
192.168.108.67,97.107.142.50,14469,142529
192.168.108.67,99.83.116.246,13125,99346
192.168.108.67,99.83.117.211,47673,382030
192.168.108.68,104.17.45.30,251704,2152220
192.168.108.68,104.212.68.215,58802,517858
192.168.108.68,104.22.47.238,109436,822057
192.168.108.68,104.244.42.193,2493531,21122713
192.168.108.68,104.26.3.6,219311,1852612
192.168.108.68,104.26.9.83,51718,461240
192.168.108.68,104.44.91.137,74897,632233
192.168.108.68,104.83.180.153,39275,286014
192.168.108.68,108.157.98.113,65473,543575
192.168.108.68,108.157.98.51,131594,1203695
192.168.108.68,129.146.13.175,25953,241159
192.168.108.68,129.149.22.106,7949,63591
192.168.108.68,129.149.6.86,22396,180999
192.168.108.68,129.213.2.227,11083,59410
192.168.108.68,13.107.21.134,24537,211311
192.168.108.68,13.107.224.223,69323,575152
192.168.108.68,13.107.227.174,16293,138848
192.168.108.68,13.107.229.115,7854,79842
192.168.108.68,13.107.237.42,165003,1198683
192.168.108.68,13.107.238.213,49175,442099
192.168.108.68,13.107.38.5,130348,1245078
192.168.108.68,13.107.42.11,82509,3757274
192.168.108.68,13.107.42.14,709627,6314974
192.168.108.68,13.107.42.15,42394,1586222
192.168.108.68,13.107.42.16,46759,2384392
192.168.108.68,13.107.42.34,21586,566057
192.168.108.68,13.107.42.39,51226,2237308
192.168.108.68,13.107.42.44,54351,2624334
192.168.108.68,13.107.42.45,40501,1072955
192.168.108.68,13.107.42.5,62974,1374031
192.168.108.68,13.107.42.8,38022,1786661
192.168.108.68,13.107.6.156,18127,147047
192.168.108.68,13.107.9.172,28165,246906
192.168.108.68,13.34.18.156,34584,319979
192.168.108.68,13.87.124.61,34413,307269
192.168.108.68,13.87.125.204,47724,343392
192.168.108.68,130.35.1.187,68773,560266
192.168.108.68,131.186.11.62,60291,414041
192.168.108.68,137.116.96.161,31020,200794
192.168.108.68,137.116.99.117,20074,176620
192.168.108.68,138.1.19.44,38773,275320
192.168.108.68,138.1.54.251,29999,226530
192.168.108.68,138.197.253.238,68068,527939
192.168.108.68,140.204.126.179,62519,580842
192.168.108.68,140.204.70.159,76776,648237
192.168.108.68,140.91.9.244,48078,344431
192.168.108.68,142.250.184.146,48625,1306608
192.168.108.68,142.250.184.147,46133,1289946
192.168.108.68,142.250.184.162,49379,3379549
192.168.108.68,142.250.184.177,89486,3123663
192.168.108.68,142.250.184.184,86334,3176598
192.168.108.68,142.250.184.215,34176,2103091
192.168.108.68,142.250.184.220,157687,7584981
192.168.108.68,142.250.184.223,114958,5453410
192.168.108.68,142.250.184.227,54166,2942369
192.168.108.68,142.250.184.229,48647,2116207
192.168.108.68,142.250.184.232,33574,1175367
192.168.108.68,142.250.184.251,38694,1160202
192.168.108.68,142.250.200.68,3414480,28732211
192.168.108.68,143.42.157.195,73792,533534
192.168.108.68,143.42.186.233,18782,126861
192.168.108.68,143.42.227.167,41958,330369
192.168.108.68,146.75.89.140,33087,274976
192.168.108.68,146.75.90.137,199190,1615926
192.168.108.68,146.75.90.167,317620,2644644
192.168.108.68,147.154.36.109,73901,612059
192.168.108.68,148.69.168.40,237264,1967507
192.168.108.68,15.177.90.62,9476,96976
192.168.108.68,15.181.254.109,48203,340098
192.168.108.68,15.230.173.142,24050,179735
192.168.108.68,15.230.182.209,69949,643250
192.168.108.68,15.230.190.185,12393,163701
192.168.108.68,15.230.42.162,15108,118628
192.168.108.68,150.222.179.175,15439,133736
192.168.108.68,150.222.199.67,78683,543166
192.168.108.68,150.222.215.236,88399,904338
192.168.108.68,157.240.212.174,2787432,23662137
192.168.108.68,157.240.212.35,2852247,24239280
192.168.108.68,157.240.212.60,1378240,11479475
192.168.108.68,157.55.200.67,16893,142355
192.168.108.68,157.55.39.183,11290,84375
192.168.108.68,159.248.203.44,118376,1058240
192.168.108.68,172.104.12.201,30305,269001
192.168.108.68,172.217.17.14,3360060,29850924
192.168.108.68,172.232.48.153,38185,365352
192.168.108.68,172.232.84.17,10403,74801
192.168.108.68,172.96.97.112,4935,36912
192.168.108.68,173.255.196.55,209085,1903819
192.168.108.68,178.79.164.230,46363,512698
192.168.108.68,178.79.164.55,214953,2006882
192.168.108.68,18.154.22.25,43407,333064
192.168.108.68,18.154.48.124,812188,6704239
192.168.108.68,18.34.237.207,93561,826658
192.168.108.68,18.67.242.41,87343,768338
192.168.108.68,185.15.58.224,792719,6707773
192.168.108.68,185.88.181.4,612118,5442121
192.168.108.68,185.88.181.55,84607,587535
192.168.108.68,186.192.81.5,36975,297488
192.168.108.68,191.235.250.65,36628,323460
192.168.108.68,192.168.108.226,69311,157719
192.168.108.68,192.168.108.234,62604,143698
192.168.108.68,192.168.108.240,9824748,82806209
192.168.108.68,192.29.130.81,25814,217658
192.168.108.68,192.48.236.233,13931,102782
192.168.108.68,193.126.232.45,1170065,10018251
192.168.108.68,193.126.240.146,1586626,13128686
192.168.108.68,193.137.20.123,315838,2550928
192.168.108.68,198.199.107.3,11901,136928
192.168.108.68,198.211.96.169,25663,158836
192.168.108.68,199.127.232.167,8134,56623
192.168.108.68,20.136.6.79,69955,533882
192.168.108.68,20.136.7.11,26101,173453
192.168.108.68,20.140.80.66,7638,72521
192.168.108.68,20.195.128.116,26915,211898
192.168.108.68,20.195.137.169,12865,128188
192.168.108.68,20.201.231.129,66833,583893
192.168.108.68,204.79.197.212,2305627,19117106
192.168.108.68,208.81.188.243,4180,37188
192.168.108.68,213.13.146.142,3561098,30760003
192.168.108.68,213.52.129.71,134212,1117945
192.168.108.68,216.58.215.131,2153585,17727847
192.168.108.68,23.49.244.192,31649,186397
192.168.108.68,23.49.244.54,52546,480710
192.168.108.68,3.2.49.104,76364,642499
192.168.108.68,3.3.13.210,57942,408763
192.168.108.68,3.4.3.252,48150,366135
192.168.108.68,34.3.3.219,105476,968386
192.168.108.68,40.77.165.149,32914,197984
192.168.108.68,40.77.172.82,58787,453426
192.168.108.68,40.79.84.50,46589,326071
192.168.108.68,40.96.63.102,28625,283370
192.168.108.68,45.60.74.62,17402,175916
192.168.108.68,45.79.1.52,32377,418180
192.168.108.68,46.51.209.81,48155,376086
192.168.108.68,51.141.128.98,77280,631256
192.168.108.68,52.112.30.132,45327,456362
192.168.108.68,52.115.88.71,65761,532523
192.168.108.68,52.126.192.15,9181,100506
192.168.108.68,52.126.195.68,17251,171978
192.168.108.68,52.126.213.162,211365,1787301
192.168.108.68,52.180.180.56,121800,947659
192.168.108.68,52.185.127.172,8486,84933
192.168.108.68,52.239.170.201,31205,223075
192.168.108.68,52.239.184.21,37458,400279
192.168.108.68,52.46.174.69,12225,182185
192.168.108.68,52.46.255.39,10297,125543
192.168.108.68,52.94.253.21,23401,274562
192.168.108.68,52.94.76.200,12256,125961
192.168.108.68,54.192.95.95,596963,5252259
192.168.108.68,62.28.254.212,540995,4572575
192.168.108.68,62.28.254.215,479399,3746354
192.168.108.68,64.4.8.183,32343,334902
192.168.108.68,65.55.110.188,62045,385379
192.168.108.68,66.254.114.41,245696,2154704
192.168.108.68,72.247.155.216,67471,616421
192.168.108.68,74.207.237.246,17415,153624
192.168.108.68,74.207.247.110,42892,342713
192.168.108.68,74.207.250.152,4751,39912
192.168.108.68,85.159.210.176,15406,166183
192.168.108.68,88.157.217.145,2473421,21203244
192.168.108.68,88.157.217.146,629464,5241824
192.168.108.68,88.157.217.148,229568,1793867
192.168.108.69,104.17.45.30,220048,1682686
192.168.108.69,104.22.47.238,20806,168212
192.168.108.69,104.244.42.193,964341,8859876
192.168.108.69,104.26.3.6,167720,1512137
192.168.108.69,104.83.180.153,12174,115585
192.168.108.69,108.157.98.113,113677,983455
192.168.108.69,108.157.98.51,14987,119955
192.168.108.69,129.148.160.145,55731,453432
192.168.108.69,129.149.6.119,60272,418534
192.168.108.69,129.149.6.63,99249,720675
192.168.108.69,129.213.4.243,24705,224908
192.168.108.69,13.107.12.147,40225,374448
192.168.108.69,13.107.208.47,46819,401627
192.168.108.69,13.107.42.10,68723,1896641
192.168.108.69,13.107.42.14,395003,4230670
192.168.108.69,13.107.42.29,30107,906939
192.168.108.69,13.107.42.31,30724,1265722
192.168.108.69,13.107.42.41,56654,1785891
192.168.108.69,13.107.42.5,46563,2007759
192.168.108.69,13.107.42.60,35502,705326
192.168.108.69,13.107.6.156,10344,103192
192.168.108.69,13.87.121.110,19883,145364
192.168.108.69,130.35.203.208,30990,225241
192.168.108.69,130.35.3.155,43014,324675
192.168.108.69,131.253.3.193,80370,741841
192.168.108.69,138.2.246.20,28852,296254
192.168.108.69,142.250.184.136,66179,2985902
192.168.108.69,142.250.184.140,41981,1139208
192.168.108.69,142.250.184.149,80352,2646100
192.168.108.69,142.250.184.169,50141,1761294
192.168.108.69,142.250.184.175,68647,3551188
192.168.108.69,142.250.184.196,28922,1156900
192.168.108.69,142.250.200.68,1250802,10917298
192.168.108.69,146.75.89.140,5237,38059
192.168.108.69,146.75.90.137,41661,352292
192.168.108.69,147.154.123.205,39360,260795
192.168.108.69,147.154.42.134,107779,903180
192.168.108.69,148.69.168.40,403637,3633586
192.168.108.69,15.230.135.218,160641,1345337
192.168.108.69,15.230.173.235,24267,227929
192.168.108.69,150.222.136.216,26830,210102
192.168.108.69,150.222.143.233,28309,220409
192.168.108.69,150.222.178.142,41828,332223
192.168.108.69,150.222.180.51,12955,80577
192.168.108.69,150.222.215.197,53127,420352
192.168.108.69,157.240.212.174,1571269,13157411
192.168.108.69,157.240.212.35,1896639,15740801
192.168.108.69,157.240.212.60,610364,4922695
192.168.108.69,157.55.115.6,18820,158826
192.168.108.69,157.55.253.145,66312,507843
192.168.108.69,157.55.37.224,43055,342273
192.168.108.69,159.248.218.107,95540,767779
192.168.108.69,168.63.88.191,53676,415841
192.168.108.69,172.217.17.14,1808102,16114445
192.168.108.69,172.232.80.165,87839,723027
192.168.108.69,172.67.73.32,15711,97911
192.168.108.69,178.79.147.214,31575,280654
192.168.108.69,178.79.164.178,10533,90703
192.168.108.69,18.154.48.124,613352,4942212
192.168.108.69,18.34.238.23,119486,1017287
192.168.108.69,18.67.242.41,48348,359815
192.168.108.69,185.15.58.224,588219,4870867
192.168.108.69,185.88.181.4,48054,447384
192.168.108.69,185.88.181.55,255197,2265693
192.168.108.69,186.192.81.5,25458,237928
192.168.108.69,192.168.108.226,29924,69550
192.168.108.69,192.168.108.234,36133,83556
192.168.108.69,192.168.108.240,5532012,47462635
192.168.108.69,192.29.129.39,41959,347033
192.168.108.69,193.126.232.45,512813,4048505
192.168.108.69,193.126.240.146,744190,6227837
192.168.108.69,193.137.20.123,369712,3310273
192.168.108.69,198.54.117.212,16039,133204
192.168.108.69,199.30.28.215,149700,1364947
192.168.108.69,199.36.156.143,27300,217747
192.168.108.69,20.136.5.194,66159,438296
192.168.108.69,20.95.51.87,61257,441344
192.168.108.69,204.79.197.212,681183,5784672
192.168.108.69,208.68.39.188,210690,1906749
192.168.108.69,209.123.162.246,97121,911785
192.168.108.69,209.123.162.28,24384,199216
192.168.108.69,212.71.253.205,127919,1079699
192.168.108.69,213.13.146.142,1761104,15014367
192.168.108.69,216.58.215.131,576897,4877404
192.168.108.69,23.49.244.192,21334,172745
192.168.108.69,23.49.244.54,10095,155804
192.168.108.69,23.97.118.106,45757,372172
192.168.108.69,40.123.164.150,32976,354876
192.168.108.69,40.123.184.101,87417,892719
192.168.108.69,40.77.136.85,25020,174485
192.168.108.69,40.77.254.185,39945,373134
192.168.108.69,40.80.160.235,75448,602031
192.168.108.69,40.82.61.201,69049,619514
192.168.108.69,51.141.135.112,40008,348761
192.168.108.69,52.103.132.142,38985,356363
192.168.108.69,52.108.140.174,17194,183019
192.168.108.69,52.126.208.68,55616,442566
192.168.108.69,52.239.149.112,5944,53722
192.168.108.69,52.239.186.21,33723,267602
192.168.108.69,52.94.198.77,11401,60958
192.168.108.69,54.192.95.95,183982,1541942
192.168.108.69,62.28.254.212,236897,2115556
192.168.108.69,62.28.254.215,99937,908565
192.168.108.69,65.55.210.69,14800,99257
192.168.108.69,66.246.138.22,52643,419281
192.168.108.69,66.254.114.41,212175,1915368
192.168.108.69,72.14.181.162,14148,169768
192.168.108.69,74.207.229.208,68789,649156
192.168.108.69,88.157.217.145,1190479,9399903
192.168.108.69,88.157.217.146,616695,5079281
192.168.108.69,88.157.217.148,229962,1996821
192.168.108.69,94.46.135.219,38017,279655
192.168.108.70,104.17.45.30,58140,450772
192.168.108.70,104.22.47.238,13331,109606
192.168.108.70,104.244.42.193,569737,5021272
192.168.108.70,104.26.3.6,289683,2503859
192.168.108.70,104.26.9.83,72805,746651
192.168.108.70,104.47.200.254,22921,189557
192.168.108.70,108.157.98.113,341832,2874108
192.168.108.70,108.157.98.51,24196,217600
192.168.108.70,109.74.201.61,47563,359502
192.168.108.70,13.104.197.106,4393,34326
192.168.108.70,13.107.231.129,49441,487055
192.168.108.70,13.107.237.42,37077,312147
192.168.108.70,13.107.42.14,32392,310983
192.168.108.70,13.107.42.20,25790,1485258
192.168.108.70,13.107.42.31,41639,1177041
192.168.108.70,13.107.42.33,22130,999316
192.168.108.70,13.107.42.35,39641,1930791
192.168.108.70,13.107.42.39,45001,3060767
192.168.108.70,13.107.42.44,35072,1313827
192.168.108.70,13.107.42.49,37898,1641042
192.168.108.70,13.107.42.58,28627,899510
192.168.108.70,13.107.6.156,11719,67095
192.168.108.70,13.34.32.82,61940,515300
192.168.108.70,13.87.125.120,10382,55647
192.168.108.70,130.35.2.11,82806,646937
192.168.108.70,137.184.254.155,90959,651526
192.168.108.70,138.1.48.37,133976,1114188
192.168.108.70,138.68.37.52,17424,109567
192.168.108.70,142.250.184.134,49059,2486676
192.168.108.70,142.250.184.138,51621,2868162
192.168.108.70,142.250.184.227,36737,1460857
192.168.108.70,142.250.184.253,59577,2000011
192.168.108.70,142.250.200.68,1890285,16155624
192.168.108.70,143.42.154.170,58245,500629
192.168.108.70,146.75.89.140,7267,63814
192.168.108.70,146.75.90.137,42472,442518
192.168.108.70,146.75.90.167,107016,885478
192.168.108.70,147.154.59.161,10251,90353
192.168.108.70,148.69.168.40,340043,2872709
192.168.108.70,150.222.199.119,99773,878849
192.168.108.70,157.240.212.174,715378,6369018
192.168.108.70,157.240.212.35,1208213,9978060
192.168.108.70,157.240.212.60,364537,3090997
192.168.108.70,157.55.250.54,57824,531849
192.168.108.70,157.55.50.42,78742,661748
